filename,language,name
Apfel.jpg,de,苹果
Auto.jpg,de,汽车
Berg.png,de,山
Bett.jpg,de,床
Biene.jpg,de,蜜蜂
Bleistift.png,de,铅笔
Blume.jpg,de,花
Brille.png,de,眼镜
Brot.jpg,de,面包
Buch.jpg,de,书
Fahne.png,de,旗子
Fahrrad.jpg,de,自行车
Fisch.jpg,de,鱼
Hund.jpg,de,狗
Karotte.jpg,de,胡萝卜
Katze.jpg,de,猫
Kuchen.jpg,de,蛋糕
Orange.png,de,橙子
Pferd.jpg,de,马
Schmetterling.jpg,de,蝴蝶
Schwein.png,de,猪
Stuhl.jpg,de,椅子
Tasse.jpg,de,杯子
Tomate.png,de,西红柿
Tür.jpg,de,门
Vogel.jpg,de,鸟
